Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Ling fish,Seafood,0.044,111.0,0.0,0.051,0.00014000000000000001,0.82,0.0,8e-06,0.00083,0.081,,0.0,,,,0.254,,0.486,24.0,,4.7e-05,0.173,,115.0,3.5e-05,0.00013000000000000002,6.5e-07,0.00023,0.0028,0.00037,0.00035,0.0,0.001,,,0.0007199999999999999,0.0011,0.002,0.0022,4e-05,0.0007199999999999999,0.00095,,,0.0011,0.00027,0.0013,,,,,,,,,,
Lingcod,Seafood,0.018,109.0,0.0,0.067,4e-05,1.4,0.0,1e-05,0.00041,0.033,0.45,0.0,0.13,0.02,0.13,0.258,0.38,0.56,23.0,0.26,4.7e-05,0.076,,58.0,1.7e-05,4e-05,4.2000000000000004e-06,0.00014000000000000001,0.0023,0.00087,0.00035,0.0,0.00058,,,0.00067,0.001,0.0018,0.0021000000000000003,2.9999999999999997e-05,0.00067,0.00088,,,0.00099,0.00025,0.0012,,,,,,,,,,
Milkfish,Seafood,0.065,190.0,0.0,0.067,4e-05,8.6,0.0,1.8e-05,0.00041,0.038,,0.0,,,,0.208,,0.374,26.0,,1.6e-05,0.092,,109.0,3.3e-05,2e-05,3.2999999999999997e-06,7.000000000000001e-05,0.0083,0.00087,0.00049,0.0,0.0011,,,0.00078,0.0012,0.0021000000000000003,0.0024,2.9999999999999997e-05,0.00078,0.001,,,0.0012,0.0003,0.0014,,,,,,,,,,
Monkfish,Seafood,0.01,97.0,0.0,0.032,4e-05,2.0,0.0,8e-06,0.00041,0.027,,0.0,,,,0.256,,0.513,19.0,,4.7e-05,0.023,,46.0,1.4e-05,2.9999999999999997e-05,1e-06,7.000000000000001e-05,0.0026,0.00017,0.00028000000000000003,0.001,0.00053,,,0.00055,0.00086,0.0015,0.0017,2.9999999999999997e-05,0.00055,0.00073,,,0.0008100000000000001,0.00020999999999999998,0.0009599999999999999,,,,,,,,,,
Pacific saury,Seafood,0.141,119.0,0.0,0.11,0.00023,1.6,0.0,1.7e-05,0.0017,0.038,0.38,0.0,0.29,0.05,0.11,0.269,0.57,0.499,25.0,0.32,1.6e-05,0.065,,81.0,2.4e-05,0.00031,2.3e-06,0.0002,0.0028,0.00087,0.00014000000000000001,0.0,0.00079,,,0.0007199999999999999,0.0011,0.002,0.0023,0.001,0.00073,0.0009599999999999999,,,0.0011,0.00028000000000000003,0.0013,,,,,,,,,,
Roe,Seafood,0.028,204.0,1.9,0.479,0.00013000000000000002,8.2,0.0,9.2e-05,0.0007700000000000001,0.026,2.1,1.9,1.7,0.11,1.3,0.515,3.4,0.283,29.0,1.9,5.2e-05,0.117,,303.0,9.1e-05,0.00028000000000000003,1.2e-05,0.00095,0.0022,0.0012,0.00019,0.016,0.0013,,,0.00078,0.0015,0.0025,0.0022,1e-05,0.0007099999999999999,0.0014,,,0.0013,0.00038,0.0017,,,,,,,,,,
Sablefish,Seafood,0.045,250.0,0.0,0.063,2.9999999999999997e-05,20.0,0.0,1.7e-05,0.0016,0.071,10.0,0.0,0.92,0.22,0.87,0.215,2.6,0.459,17.0,4.1,4.7e-05,0.072,,338.0,0.000102,0.00011999999999999999,1.4e-06,0.00011999999999999999,0.0050999999999999995,0.00087,0.00035,0.0,0.00041,,,0.00051,0.00079,0.0014,0.0016,2e-05,0.00051,0.00067,,,0.00075,0.00019,0.0008900000000000001,,,,,,,,,,
Chinook salmon,Seafood,0.028,231.0,0.0,0.085,5e-05,13.0,0.0,3.5e-05,0.00091,0.122,5.7,0.0,0.73,0.3,1.0,0.371,2.7,0.505,26.0,3.2,4.7e-05,0.06,,496.0,0.000149,4e-05,2.8999999999999998e-06,0.00015,0.01,0.00087,0.00046,0.0040999999999999995,0.0005600000000000001,,,0.00076,0.0012,0.0021000000000000003,0.0024,2e-05,0.00076,0.001,,,0.0011,0.00029,0.0013,,,,,,,,,,
Scup,Seafood,0.051,135.0,0.0,0.067,7.000000000000001e-05,3.5,0.0,1.7e-05,0.00068,0.029,,0.0,,,,0.237,,0.368,24.0,,4.7e-05,0.054,,104.0,3.1e-05,0.00013000000000000002,1.6000000000000001e-06,0.00011999999999999999,0.005,0.00087,0.00035,0.0,0.00062,,,0.0007099999999999999,0.0011,0.002,0.0022,5e-05,0.0007199999999999999,0.00095,,,0.0011,0.00027,0.0012,,,,,,,,,,
Seatrout,Seafood,0.022,133.0,0.0,0.106,4e-05,4.6,0.0,6e-06,0.00035,0.04,1.1,0.0,0.27,0.1,0.21,0.321,0.93,0.437,21.0,1.3,4.7e-05,0.074,,115.0,3.5e-05,7.000000000000001e-05,3.5e-06,0.00020999999999999998,0.0029,0.00087,0.00046,0.0,0.00058,,,0.00063,0.00099,0.0017,0.002,2e-05,0.00064,0.0008399999999999999,,,0.00094,0.00023999999999999998,0.0011,,,,,,,,,,
Shad,Seafood,0.06,252.0,0.0,0.096,8e-05,18.0,0.0,1.7e-05,0.0012,0.038,,0.0,,,,0.349,,0.492,22.0,,4.7e-05,0.065,,120.0,3.6e-05,0.00017999999999999998,1.4e-07,0.00031,0.011,0.00087,0.00046,0.0,0.00047,,,0.00064,0.001,0.0018,0.002,5e-05,0.00064,0.00085,,,0.00095,0.00023999999999999998,0.0011,,,,,,,,,,
Sucker fish,Seafood,0.09,119.0,0.0,0.053,0.00025,3.0,0.0,1.7e-05,0.0017,0.038,0.91,0.0,0.37,0.09,0.24,0.269,1.0,0.487,21.0,0.58,1.6e-05,0.051,,196.0,5.9e-05,1e-05,2.3e-06,8.999999999999999e-05,0.0015,0.00087,0.00023,0.0,0.0009599999999999999,,,0.00063,0.00099,0.0017,0.002,0.0007700000000000001,0.00064,0.0008399999999999999,,,0.00094,0.00023999999999999998,0.0011,,,,,,,,,,
Sunfish,Seafood,0.103,114.0,0.0,0.086,0.00039,0.9,0.0,1.7e-05,0.0015,0.038,0.15,0.0,0.09,0.04,0.05,0.231,0.32,0.449,25.0,0.18,1.6e-05,0.103,,58.0,1.7e-05,8.999999999999999e-05,2.3e-06,8.999999999999999e-05,0.0015,0.00087,0.00014000000000000001,0.001,0.002,,,0.00073,0.0011,0.002,0.0023,0.0009,0.00074,0.0009699999999999999,,,0.0011,0.00028000000000000003,0.0013,,,,,,,,,,
Skipjack tuna,Seafood,0.037,132.0,0.0,0.06,0.00011,1.3,0.0,1e-05,0.0016,0.044,0.24,0.0,0.24,0.02,0.09,0.285,0.4,0.522,28.0,0.42,4.7e-05,0.047,,60.0,1.8e-05,4e-05,2.2e-06,0.00011999999999999999,0.019,0.00049,0.00098,0.001,0.0011,,,0.00083,0.0013,0.0023,0.0026,2e-05,0.0008399999999999999,0.0011,,,0.0012,0.00032,0.0015,,,,,,,,,,
Tuna,Seafood,0.004,130.0,0.0,0.047,4e-05,0.59,0.0,2e-06,0.00092,0.042,0.14,0.0,0.11,0.01,0.02,0.333,0.18,0.527,29.0,0.21,0.000108,0.054,0.02,65.0,2.2e-05,0.00013000000000000002,2.4e-06,0.00014000000000000001,0.022,0.00033,0.001,0.0,0.00045,0.078,,0.00082,0.0013,0.0023,0.0026,1e-05,0.00083,0.0011,,0.0,0.0012,0.00031,0.0014,2e-06,0.00029,1.0000000000000001e-07,,0.0,,,,,
Turbot,Seafood,0.023,122.0,0.0,0.062,5e-05,3.8,0.0,9e-06,0.00046,0.065,,0.0,,,,0.165,,0.305,21.0,,4.7e-05,0.192,,40.0,1.2e-05,8e-05,2.5e-06,0.0001,0.0027,0.00066,0.00023999999999999998,0.0017,0.00028000000000000003,,,0.00061,0.00095,0.0017,0.0019,2e-05,0.00061,0.0008,,,0.0009,0.00023,0.0011,,,,,,,,,,
Whitefish,Seafood,0.033,172.0,0.0,0.077,8.999999999999999e-05,7.5,0.0,1.7e-05,0.00047,0.042,2.6,0.0,1.2,0.21,0.41,0.346,2.8,0.406,24.0,1.2,1.6e-05,0.065,,131.0,3.9e-05,0.00017,9.6e-07,0.00015,0.0038,0.00087,0.00035,0.0,0.0013,,,0.0007199999999999999,0.0011,0.002,0.0022,8.999999999999999e-05,0.0007199999999999999,0.0009599999999999999,,,0.0011,0.00027,0.0013,,,,,,,,,,
Wolffish,Seafood,0.008,123.0,0.0,0.059,4e-05,3.1,0.0,6e-06,0.00011999999999999999,0.038,1.1,0.0,0.41,0.06,0.39,0.256,1.1,0.385,22.0,0.47,4.7e-05,0.109,,433.0,0.00013,0.00020999999999999998,2.4e-06,0.0001,0.0026,0.00066,0.00046,0.0,0.001,,,0.00066,0.001,0.0018,0.0021000000000000003,2e-05,0.00066,0.00088,,,0.00098,0.00025,0.0012,,,,,,,,,,
Yellowtail,Seafood,0.029,187.0,0.0,0.071,5.9999999999999995e-05,6.7,0.0,4e-06,0.00063,0.038,,0.0,,,,0.201,,0.538,30.0,,4.7e-05,0.05,,104.0,3.1e-05,0.00017999999999999998,1.3e-06,5e-05,0.0087,0.00068,0.00019,0.0029,0.00067,,,0.00087,0.0014,0.0024,0.0027,2e-05,0.00088,0.0012,,,0.0013,0.00033,0.0015,,,,,,,,,,
Squid,Seafood,0.18,158.0,1.6,0.224,0.001,1.4,0.0,2.4e-05,0.011,0.06,0.16,1.6,0.13,0.01,0.08,0.58,0.27,0.637,32.0,0.24,9e-05,0.744,,675.0,0.000203,2e-05,5.4e-06,0.0017,0.0022,0.0009,0.00027,0.0085,0.0035,,,0.00062,0.0014,0.0023,0.0024,0.00020999999999999998,0.00073,0.0012,,,0.0014,0.00035999999999999997,0.0014,,,,,,,,,,
Octopus,Seafood,0.106,164.0,4.4,0.096,0.00074,2.1,0.0,2.4e-05,0.0095,0.06,0.32,4.4,0.16,0.01,0.15,0.279,0.48,0.63,30.0,0.45,9e-05,0.46,,300.0,9e-05,5.9999999999999995e-05,3.6e-05,8e-05,0.0038,0.0009,0.00065,0.008,0.0034,0.081,,0.00057,0.0013,0.0021000000000000003,0.0022,5e-05,0.00067,0.0011,,0.0,0.0013,0.00033,0.0013,0.0,0.0012,1.0000000000000001e-07,,,,,,,
Orange roughy,Seafood,0.011,105.0,0.0,0.08,8e-05,0.9,0.0,5e-06,0.0011,0.018,0.44,0.0,0.03,0.0,0.01,0.102,0.18,0.181,23.0,0.03,8.8e-05,0.069,,80.0,2.4e-05,5e-05,4.6999999999999995e-07,5.9999999999999995e-05,0.0018,5.9999999999999995e-05,7.000000000000001e-05,0.0,0.00032,,,0.00047,0.0011,0.0018,0.0021000000000000003,4e-05,0.00073,0.00087,,0.0,0.001,0.00023,0.0011,,0.0019,1.1e-06,0.0,0.07,,,,,
Catfish,Seafood,0.009,144.0,0.0,0.066,4e-05,7.2,0.0,1.2e-05,0.00028000000000000003,0.023,3.1,0.0,0.07,0.02,0.02,0.247,1.4,0.366,18.0,1.6,9.9e-06,0.119,0.06,2.0,1e-06,2e-05,2.8e-06,0.0001,0.0025,0.0008100000000000001,0.00017999999999999998,0.0,0.00058,0.079,0.0,0.0004,0.00082,0.0014,0.0017,2e-05,0.00054,0.00074,0.0,0.0,0.00083,0.00022,0.0008900000000000001,3e-07,0.0009699999999999999,2.5e-06,,0.05,,,,,
Salmon,Seafood,0.015,206.0,0.0,0.063,5e-05,12.0,0.0,3.4e-05,0.00034,0.03,4.2,0.0,1.5,0.17,0.69,0.252,4.6,0.384,22.0,2.4,4.1e-05,0.061,,230.0,6.9e-05,0.00034,2.8e-06,0.00014000000000000001,0.008,0.0015,0.00065,0.0037,0.00043,0.091,,0.00065,0.001,0.0018,0.002,2e-05,0.00065,0.00086,,0.0,0.0009699999999999999,0.00025,0.0011,1.3e-05,0.0011,1.0000000000000001e-07,,,,,,,
Trout,Seafood,0.03,168.0,0.0,0.07,5.9999999999999995e-05,7.4,0.0,1.2e-05,0.00035999999999999997,0.03,2.4,0.0,0.62,0.11,0.26,0.27,1.8,0.45,24.0,1.7,2.8e-05,0.061,0.06,301.0,0.0001,0.00014000000000000001,4.1e-06,0.00011,0.0066,0.002,0.00039,0.0029,0.00054,0.078,,0.00073,0.0011,0.002,0.0023,1e-05,0.00074,0.0009699999999999999,,0.0,0.0011,0.00028000000000000003,0.0013,1.9e-05,0.0028,1.0000000000000001e-07,,0.05,,,,,
Tilapia,Seafood,0.014,128.0,0.0,0.057,8e-05,2.7,0.0,6e-06,0.00069,0.034,0.96,0.0,0.13,0.06,0.01,0.204,0.6,0.38,26.0,0.94,5.4e-05,0.056,,0.0,0.0,8.999999999999999e-05,1.8999999999999998e-06,7.000000000000001e-05,0.0047,0.00066,0.00011999999999999999,0.0,0.00041,0.051,,0.0005899999999999999,0.0012,0.002,0.0023,4e-05,0.0007700000000000001,0.0011,,0.0,0.0012,0.00027,0.0013,3.7e-06,0.00079,9.000000000000001e-07,0.05,0.02,,,,,
Cockles,Seafood,0.03,79.0,4.7,,,0.7,,,0.016,,,4.7,,,,,,,14.0,,,,,,,1e-05,,0.0002,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devilfish,Seafood,0.012,97.0,0.0,,,5.3,,,0.0004,,,0.0,,,,0.003,,,12.0,,,,,1020.0,,8.999999999999999e-05,,0.0001,0.0011,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,
Pike,Seafood,0.028,156.0,4.3,,,8.0,,,0.0021000000000000003,,,4.3,,,,0.412,,,17.0,,,,,860.0,,0.0001,,0.0007,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea cucumber,Seafood,0.03,56.0,0.0,,,0.4,,,0.0006,,,0.0,,,,,,,13.0,,,,,310.0,,5e-05,,0.00094,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelhead trout,Seafood,0.03,159.0,0.0,0.059,5.9999999999999995e-05,8.3,0.0,,0.00064,0.025,2.2,0.0,0.54,0.13,0.38,0.249,1.2,0.365,21.0,1.5,2.6e-05,0.118,,65.0,2e-05,,5.7999999999999995e-06,,,,,0.0,0.00057,,0.0,,,,,1e-05,,,0.0,0.0,,,,1.5e-05,0.0022,0.0,0.05,0.01,0.0,,,,
Scallop,Seafood,0.01,111.0,5.4,0.041,2.9999999999999997e-05,0.84,0.0,2e-05,0.00058,0.037,0.08,5.4,0.1,0.01,0.07,0.426,0.22,0.314,21.0,0.22,2.2e-05,0.667,0.01,5.0,2e-06,1e-05,2.2e-06,2e-05,0.0011,0.00037,0.00011,0.0,0.0016,0.111,0.0,0.00031,0.00069,0.0012,0.0013,2.9999999999999997e-05,0.00049,0.0006,3.7,0.0,0.00063,0.00017,0.00065,0.0,0.0,0.0,,0.0,,,,,
Blue cheese,Dairy,0.528,353.0,2.3,0.075,4e-05,29.0,0.0,3.6e-05,0.00031,0.023,7.8,2.3,0.0,0.0,0.0,0.387,0.8,0.256,21.0,19.0,1.5e-05,1.146,,721.0,0.000198,2.9999999999999997e-05,1.2e-06,0.00038,0.001,0.0017,0.00017,0.0,0.0027,0.015,,0.00076,0.0011,0.0019,0.0019,1e-05,0.00058,0.0011,,0.5,0.00079,0.00031,0.0016,5e-07,0.00025,2.4e-06,,,,,,,
Brie,Dairy,0.184,334.0,0.45,0.1,2e-05,28.0,0.0,6.5e-05,0.0005,0.02,8.0,0.45,0.0,0.0,0.0,0.188,0.83,0.152,21.0,17.0,1.5e-05,0.629,,592.0,0.000174,7.000000000000001e-05,1.7e-06,0.0005200000000000001,0.00038,0.00069,0.00023999999999999998,0.0,0.0024,0.015,,0.0007199999999999999,0.001,0.0019,0.0019,2.9999999999999997e-05,0.0005899999999999999,0.0012,,0.45,0.00075,0.00032,0.0013,5e-07,0.00023999999999999998,2.3e-06,,,,,,,
Camembert,Dairy,0.388,300.0,0.46,0.072,2e-05,24.0,0.0,6.2e-05,0.00033,0.02,7.0,0.46,0.0,0.0,0.0,0.347,0.72,0.187,20.0,15.0,1.5e-05,0.842,,820.0,0.000241,2.9999999999999997e-05,1.3e-06,0.00049,0.00063,0.0014,0.00023,0.0,0.0024,0.015,,0.00068,0.0009699999999999999,0.0018,0.0018,4e-05,0.00057,0.0011,,0.46,0.0007199999999999999,0.00031,0.0013,4.0000000000000003e-07,0.00020999999999999998,2e-06,,,,,,,
Cheese,Dairy,0.71,404.0,3.1,0.099,2.9999999999999997e-05,33.0,0.0,2.7e-05,0.00014000000000000001,0.027,9.2,3.1,0.0,0.02,0.01,0.455,1.4,0.076,23.0,19.0,2.9e-05,0.653,0.92,1242.0,0.00033,2.9999999999999997e-05,1.1e-06,0.00043,5.9999999999999995e-05,0.00041,7.000000000000001e-05,0.0,0.0036,0.017,0.0,0.00055,0.0012,0.0019,0.001,2.9999999999999997e-05,0.00055,0.0011,,0.48,0.001,0.00055,0.0014,6e-07,0.0007099999999999999,2.4e-06,,0.01,,,,,
Cottage cheese,Dairy,0.083,98.0,3.4,0.017,2.9999999999999997e-05,4.3,0.0,1.2e-05,7.000000000000001e-05,0.008,0.78,3.4,0.0,0.0,0.0,0.159,0.12,0.104,11.0,1.7,9.699999999999999e-06,0.364,,140.0,3.7e-05,2.9999999999999997e-05,4.3e-07,0.00016,0.0001,0.0005600000000000001,5e-05,0.0,0.0004,0.018,0.0,0.00033,0.0005899999999999999,0.0011,0.00093,0.0,0.00027,0.00058,,2.7,0.0005,0.00015,0.00075,1.0000000000000001e-07,8e-05,0.0,,,,,,,
Cream cheese,Dairy,0.097,350.0,5.5,0.101,2e-05,34.0,0.0,9e-06,0.00011,0.009,8.9,5.5,0.0,0.02,0.01,0.107,1.5,0.132,6.2,20.0,8.599999999999999e-06,0.314,,1111.0,0.000308,2e-05,2.2e-07,0.00023,8.999999999999999e-05,0.0005200000000000001,5.9999999999999995e-05,0.0,0.0005,0.027,0.0,0.00017999999999999998,0.00032,0.00066,0.00057,1e-05,0.00019,0.00029,0.35,3.8,0.00023,7.000000000000001e-05,0.0004,0.0,0.00086,2.1000000000000002e-06,0.13,0.01,0.0,0.0,0.04,0.81,
Edam,Dairy,0.731,357.0,1.4,0.089,4e-05,28.0,0.0,1.6e-05,0.00044,0.03,8.1,1.4,0.0,0.0,0.0,0.536,0.67,0.188,25.0,18.0,1.5e-05,0.812,,825.0,0.000243,4e-05,1.5e-06,0.00039,8e-05,0.00028000000000000003,8e-05,0.0,0.0038,0.015,,0.001,0.0013,0.0026,0.0027,1e-05,0.0007199999999999999,0.0014,,1.4,0.00093,0.00035,0.0018,5e-07,0.00023999999999999998,2.3e-06,,,,,,,
Feta,Dairy,0.493,264.0,4.1,0.089,2.9999999999999997e-05,21.0,0.0,3.2e-05,0.00065,0.019,4.6,4.1,0.0,0.0,0.0,0.337,0.59,0.062,14.0,15.0,1.5e-05,0.917,,422.0,0.000125,0.00015,1.7e-06,0.0008399999999999999,0.00099,0.0009699999999999999,0.00041999999999999996,0.0,0.0029,0.015,,0.0004,0.0008,0.0014,0.0012,2.9999999999999997e-05,0.00037,0.00068,,4.1,0.00064,0.0002,0.0011,4.0000000000000003e-07,0.00017999999999999998,1.8000000000000001e-06,,,,,,,
Fontina,Dairy,0.55,389.0,1.6,0.116,2.9999999999999997e-05,31.0,0.0,6e-06,0.00023,0.014,8.7,1.6,0.0,0.0,0.0,0.346,1.7,0.064,26.0,19.0,1.5e-05,0.8,,913.0,0.000261,2e-05,1.7e-06,0.0002,0.00015,0.00043,8e-05,0.0,0.0035,0.015,,0.0009599999999999999,0.0014,0.0027,0.0023,1e-05,0.0007099999999999999,0.0015,,1.6,0.00094,0.00035999999999999997,0.0019,6e-07,0.00027,2.6e-06,,,,,,,
Brunost,Dairy,0.4,466.0,43.0,0.094,8e-05,30.0,0.0,5e-06,0.0005200000000000001,0.07,7.9,43.0,,,,0.444,0.94,1.409,9.7,19.0,1.5e-05,0.6,,1113.0,0.000334,0.00032,2.4e-06,0.0014,0.0008100000000000001,0.0034,0.00027,0.0,0.0011,,,0.00029,0.0005200000000000001,0.00099,0.0008100000000000001,4e-05,0.00032,0.00054,,,0.00039,0.00014000000000000001,0.0007700000000000001,,,,,,,,,,
Gouda cheese,Dairy,0.7,356.0,2.2,0.114,4e-05,27.0,0.0,2.1e-05,0.00023999999999999998,0.029,7.7,2.2,0.0,0.0,0.0,0.546,0.66,0.121,25.0,18.0,1.5e-05,0.819,,563.0,0.000165,2.9999999999999997e-05,1.5e-06,0.00033,5.9999999999999995e-05,0.00034,8e-05,0.0,0.0039,0.015,,0.001,0.0013,0.0026,0.0027,1e-05,0.0007199999999999999,0.0014,,2.2,0.00093,0.00035,0.0018,5e-07,0.00023999999999999998,2.3e-06,,,,,,,
Gruyere cheese,Dairy,1.011,413.0,0.36,0.11,2.9999999999999997e-05,32.0,0.0,1e-05,0.00017,0.036,10.0,0.36,0.0,0.0,0.0,0.605,1.7,0.081,30.0,19.0,1.5e-05,0.714,,948.0,0.000271,5.9999999999999995e-05,1.6000000000000001e-06,0.00028000000000000003,0.00011,0.0005600000000000001,8e-05,0.0,0.0039,0.015,,0.0011,0.0016,0.0031,0.0027,2e-05,0.00082,0.0017,,0.36,0.0011,0.00041999999999999996,0.0022,6e-07,0.00028000000000000003,2.7e-06,,,,,,,
Limburger,Dairy,0.497,327.0,0.49,0.09,2e-05,27.0,0.0,5.8e-05,0.00013000000000000002,0.021,8.6,0.49,0.0,0.0,0.0,0.393,0.5,0.128,20.0,17.0,1.5e-05,0.8,,1155.0,0.00034,8e-05,1e-06,0.0005,0.00016,0.0012,8.999999999999999e-05,0.0,0.0021000000000000003,0.015,,0.00058,0.0012,0.0021000000000000003,0.0017,4e-05,0.00062,0.0011,,0.49,0.00074,0.00029,0.0014,5e-07,0.00023,2.3e-06,,,,,,,
Monterey Jack,Dairy,0.746,373.0,0.68,0.089,2.9999999999999997e-05,30.0,0.0,1.8e-05,0.0007199999999999999,0.027,8.8,0.68,0.0,0.0,0.0,0.444,0.9,0.081,24.0,19.0,1.5e-05,0.6,,769.0,0.000198,2e-05,8.3e-07,0.00039,8.999999999999999e-05,0.00020999999999999998,8e-05,0.0,0.003,0.015,,0.00086,0.0015,0.0023,0.002,1e-05,0.00064,0.0013,,0.5,0.00087,0.00032,0.0016,6e-07,0.00026000000000000003,2.5e-06,,,,,,,
Muenster cheese,Dairy,0.717,368.0,1.1,0.096,2.9999999999999997e-05,30.0,0.0,1.2e-05,0.00041,0.027,8.7,1.1,0.0,0.0,0.0,0.468,0.66,0.134,23.0,19.0,1.5e-05,0.628,,1012.0,0.000298,1e-05,1.5e-06,0.00032,0.0001,0.00019,5.9999999999999995e-05,0.0,0.0028,0.015,,0.00083,0.0011,0.0023,0.0021000000000000003,1e-05,0.00057,0.0012,,1.1,0.0008900000000000001,0.00033,0.0015,6e-07,0.00026000000000000003,2.5e-06,,,,,,,
Neufchâtel cheese,Dairy,0.117,253.0,3.6,0.074,2.9999999999999997e-05,23.0,0.0,1.4e-05,0.00013000000000000002,0.01,5.8,3.6,,,,0.138,0.97,0.152,9.2,13.0,3e-06,0.334,,841.0,0.000241,2e-05,3e-07,0.00016,0.00020999999999999998,0.00058,4e-05,0.0,0.00082,,0.0,0.00027,0.0005,0.001,0.00088,1e-05,0.00029,0.00045,0.5,3.2,0.00035999999999999997,0.00011,0.00061,,0.0004,1.7e-06,0.12,0.0,0.0,,,,
Port Salut,Dairy,0.65,352.0,0.57,0.123,2e-05,28.0,0.0,1.8e-05,0.00043,0.024,9.3,0.57,0.0,0.0,0.0,0.36,0.73,0.136,24.0,17.0,1.5e-05,0.534,,1092.0,0.000315,1e-05,1.5e-06,0.00023999999999999998,5.9999999999999995e-05,0.00020999999999999998,5e-05,0.0,0.0026,0.015,,0.00069,0.0014,0.0025,0.002,1e-05,0.00073,0.0013,,0.57,0.00088,0.00034,0.0017,5e-07,0.00023999999999999998,2.4e-06,,,,,,,
Provolone,Dairy,0.756,351.0,2.1,0.069,2.9999999999999997e-05,27.0,0.0,1e-05,0.0005200000000000001,0.028,7.4,2.1,0.0,0.0,0.0,0.496,0.77,0.138,26.0,17.0,1.5e-05,0.876,,880.0,0.000236,2e-05,1.5e-06,0.00032,0.00016,0.00047999999999999996,7.000000000000001e-05,0.0,0.0032,0.015,,0.0011,0.0011,0.0023,0.0026,1e-05,0.00069,0.0013,,0.56,0.00098,0.00035,0.0016,5e-07,0.00023,2.2e-06,,,,,,,
Ricotta,Dairy,0.207,174.0,3.0,0.051,2e-05,13.0,0.0,1.2e-05,0.00038,0.011,3.6,3.0,0.0,0.0,0.0,0.158,0.39,0.105,11.0,8.3,1.5e-05,0.084,,445.0,0.00012,1e-05,3.4000000000000003e-07,0.0002,0.0001,0.00020999999999999998,4e-05,0.0,0.0012,0.018,,0.00046,0.0005899999999999999,0.0012,0.0013,1e-05,0.00028000000000000003,0.0005600000000000001,,0.27,0.0005200000000000001,0.00013000000000000002,0.00069,2.0000000000000002e-07,0.00011,1.1e-06,,,,,,,
Romano cheese,Dairy,1.064,387.0,3.6,0.104,2.9999999999999997e-05,27.0,0.0,7e-06,0.0007700000000000001,0.041,7.8,3.6,0.0,0.0,0.0,0.76,0.59,0.086,32.0,17.0,1.5e-05,1.433,,415.0,9.6e-05,4e-05,1.1e-06,0.00037,8e-05,0.00041999999999999996,8.999999999999999e-05,0.0,0.0026,0.015,,0.0012,0.0017,0.0031,0.0029,2e-05,0.00085,0.0017,,0.73,0.0012,0.00043,0.0022,5e-07,0.00023,2.2e-06,,,,,,,
Roquefort,Dairy,0.662,369.0,2.0,0.09,2.9999999999999997e-05,31.0,0.0,4.9e-05,0.0005600000000000001,0.03,8.5,2.0,,,,0.392,1.3,0.091,22.0,19.0,1.5e-05,1.809,,1047.0,0.000294,4e-05,6.4e-07,0.0005899999999999999,0.00073,0.0017,0.00011999999999999999,0.0,0.0021000000000000003,,,0.0006,0.0012,0.0021000000000000003,0.0018,2.9999999999999997e-05,0.0005600000000000001,0.001,,,0.0009699999999999999,0.0003,0.0016,,,,,,,,,,
Swiss cheese,Dairy,0.89,393.0,1.4,0.093,5e-05,31.0,0.0,1e-05,0.00013000000000000002,0.033,8.0,1.4,0.0,0.02,0.0,0.574,1.3,0.072,27.0,18.0,3e-05,0.187,0.99,1047.0,0.000288,1e-05,3.1e-06,0.0003,5.9999999999999995e-05,0.00035,7.000000000000001e-05,0.0,0.0044,0.016,0.0,0.0011,0.0015,0.003,0.0026,2.9999999999999997e-05,0.00078,0.0017,,0.0,0.001,0.0004,0.0021000000000000003,0.0,0.0006,1.4e-06,0.13,0.01,0.0,0.0,0.03,0.73,
Tilsit cheese,Dairy,0.7,340.0,1.9,0.102,2.9999999999999997e-05,26.0,0.0,2e-05,0.00023,0.013,7.1,1.9,0.0,0.0,0.0,0.5,0.72,0.065,24.0,17.0,1.5e-05,0.753,,1045.0,0.000249,5.9999999999999995e-05,2.1000000000000002e-06,0.00035999999999999997,0.00020999999999999998,0.00035,7.000000000000001e-05,0.0,0.0035,,,0.0007,0.0015,0.0025,0.002,1e-05,0.00075,0.0014,,,0.0009,0.00035,0.0018,,,,,,,,,,
